Statement,Suspiciousness
org.mockito.internal.verification.VerificationDataImpl#21,0.002179440754024756
org.mockito.internal.invocation.ArgumentsComparator#21,0.0018428241558478178
org.mockito.internal.debugging.Location#21,0.0014806384278366073
org.mockito.internal.exceptions.base.StackTraceFilter#21,0.0014695969730302617
org.mockito.internal.stubbing.BaseStubbing#21,0.0
org.mockito.internal.reporting.PrintSettings#21,0.003082194672730455
org.mockito.internal.creation.cglib.CGLIBHacker#21,0.0016575931557891812
org.mockito.internal.stubbing.InvocationContainerImpl#21,0.001412993263135476
org.mockito.exceptions.verification.junit.ArgumentsAreDifferent#21,0.006354107097191862
org.mockito.internal.matchers.MatchersPrinter#21,0.003052414315659402
org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool#21,0.005747506123396286
org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs#21,0.0014024376478161907
org.mockito.internal.reporting.SmartPrinter#21,0.005882760066687646
org.mockito.internal.progress.MockingProgressImpl#21,0.001233684462485034
org.mockito.internal.creation.jmock.SearchingClassLoader#21,0
org.mockito.internal.invocation.MatchersBinder#21,0.0016575931557891812
org.mockito.internal.util.MockName#21,0.0
org.mockito.internal.configuration.ClassPathLoader#21,0
org.mockito.internal.progress.ThreadSafeMockingProgress#21,0.001233684462485034
org.mockito.internal.util.MockCreationValidator#21,0.0014120237993759692
org.mockito.internal.util.reflection.LenientCopyTool#21,0.0
org.mockito.internal.verification.RegisteredInvocations#21,0.0016898450726425859
org.mockito.internal.verification.MockAwareVerificationMode#21,0.0
org.mockito.internal.invocation.realmethod.FilteredCGLIBProxyRealMethod#22,0.001656028650338379
org.mockito.internal.invocation.InvocationsFinder#22,0.0
org.mockito.exceptions.base.MockitoAssertionError#22,0.0
org.mockito.exceptions.base.MockitoException#22,0.0
org.mockito.internal.verification.VerificationDataImpl#22,0.002179440754024756
org.mockito.internal.invocation.ArgumentsComparator#22,0.0
org.mockito.internal.debugging.Location#22,0.0014806384278366073
org.mockito.internal.stubbing.defaultanswers.ReturnsMocks#22,0.0
org.mockito.internal.exceptions.base.ConditionalStackTraceFilter#22,0.0
org.mockito.internal.util.ObjectMethodsGuru#22,0.001732938299234144
org.mockito.internal.creation.cglib.CGLIBHacker#22,0.0016575931557891812
org.mockito.internal.util.reflection.AccessibilityChanger#22,0.0019255852357756861
org.mockito.internal.matchers.MatchersPrinter#22,0.003052414315659402
org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool#22,0.0
org.mockito.internal.util.ListUtil#22,0
org.mockito.internal.progress.ArgumentMatcherStorageImpl#22,0.001233684462485034
org.mockito.internal.invocation.realmethod.CGLIBProxyRealMethod#22,0.006847387945809709
org.mockito.internal.verification.checkers.MissingInvocationChecker#22,0.002986152470530902
org.mockito.internal.progress.ThreadSafeMockingProgress#22,0.001233684462485034
org.mockito.internal.configuration.GlobalConfiguration#22,0.001233684462485034
org.mockito.internal.verification.RegisteredInvocations#22,0.0016898450726425859
org.mockito.internal.verification.MockAwareVerificationMode#22,0.0
org.mockito.internal.invocation.realmethod.FilteredCGLIBProxyRealMethod#23,0.001656028650338379
org.mockito.internal.invocation.InvocationsFinder#23,0.0
org.mockito.exceptions.base.MockitoAssertionError#23,0.0
org.mockito.exceptions.base.MockitoException#23,0.0
org.mockito.internal.verification.VerificationDataImpl#23,0.002179440754024756
org.mockito.internal.debugging.Location#23,0.0014806384278366073
org.mockito.internal.stubbing.BaseStubbing#23,0.0
org.mockito.internal.stubbing.defaultanswers.ReturnsMocks#23,0.0
org.mockito.exceptions.verification.junit.JUnitTool#23,0.006354107097191862
org.mockito.internal.exceptions.base.ConditionalStackTraceFilter#23,0.0
org.mockito.internal.creation.cglib.CGLIBHacker#23,0.0016575931557891812
org.mockito.internal.matchers.Equals#23,0.0025530148994180055
org.mockito.internal.util.reflection.AccessibilityChanger#23,0.0019255852357756861
org.mockito.exceptions.verification.junit.ArgumentsAreDifferent#23,0.006354107097191862
org.mockito.internal.creation.MethodInterceptorFilter#23,0.001412993263135476
org.mockito.internal.reporting.SmartPrinter#23,0.005882760066687646
org.mockito.internal.stubbing.OngoingStubbingImpl#23,0.0
org.mockito.internal.debugging.Localized#23,0.0
